CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,MEDV
0.4630,0.0000,6.2000,0.0000,0.5040,7.4120,76.9000,3.6715,8.0000,307.0000,17.4000,31.7000
0.5753,0.0000,6.2000,0.0000,0.5070,8.3370,73.3000,3.8384,8.0000,307.0000,17.4000,41.7000
0.3315,0.0000,6.2000,0.0000,0.5070,8.2470,70.4000,3.6519,8.0000,307.0000,17.4000,48.3000
0.4479,0.0000,6.2000,1.0000,0.5070,6.7260,66.5000,3.6519,8.0000,307.0000,17.4000,29.0000
0.3305,0.0000,6.2000,0.0000,0.5070,6.0860,61.5000,3.6519,8.0000,307.0000,17.4000,24.0000
0.5206,0.0000,6.2000,1.0000,0.5070,6.6310,76.5000,4.1480,8.0000,307.0000,17.4000,25.1000
0.5118,0.0000,6.2000,0.0000,0.5070,7.3580,71.6000,4.1480,8.0000,307.0000,17.4000,31.5000
0.0824,30.0000,4.9300,0.0000,0.4280,6.4810,18.5000,6.1899,6.0000,300.0000,16.6000,23.7000
0.0925,30.0000,4.9300,0.0000,0.4280,6.6060,42.2000,6.1899,6.0000,300.0000,16.6000,23.3000
0.1133,30.0000,4.9300,0.0000,0.4280,6.8970,54.3000,6.3361,6.0000,300.0000,16.6000,22.0000
0.1061,30.0000,4.9300,0.0000,0.4280,6.0950,65.1000,6.3361,6.0000,300.0000,16.6000,20.1000
0.1029,30.0000,4.9300,0.0000,0.4280,6.3580,52.9000,7.0355,6.0000,300.0000,16.6000,22.2000
0.1276,30.0000,4.9300,0.0000,0.4280,6.3930,7.8000,7.0355,6.0000,300.0000,16.6000,23.7000
0.2061,22.0000,5.8600,0.0000,0.4310,5.5930,76.5000,7.9549,7.0000,330.0000,19.1000,17.6000
0.1913,22.0000,5.8600,0.0000,0.4310,5.6050,70.2000,7.9549,7.0000,330.0000,19.1000,18.5000
0.3398,22.0000,5.8600,0.0000,0.4310,6.1080,34.9000,8.0555,7.0000,330.0000,19.1000,24.3000
0.1966,22.0000,5.8600,0.0000,0.4310,6.2260,79.2000,8.0555,7.0000,330.0000,19.1000,20.5000
0.1644,22.0000,5.8600,0.0000,0.4310,6.4330,49.1000,7.8265,7.0000,330.0000,19.1000,24.5000
0.1907,22.0000,5.8600,0.0000,0.4310,6.7180,17.5000,7.8265,7.0000,330.0000,19.1000,26.2000
0.1403,22.0000,5.8600,0.0000,0.4310,6.4870,13.0000,7.3967,7.0000,330.0000,19.1000,24.4000
0.2141,22.0000,5.8600,0.0000,0.4310,6.4380,8.9000,7.3967,7.0000,330.0000,19.1000,24.8000
0.0822,22.0000,5.8600,0.0000,0.4310,6.9570,6.8000,8.9067,7.0000,330.0000,19.1000,29.6000
0.3689,22.0000,5.8600,0.0000,0.4310,8.2590,8.4000,8.9067,7.0000,330.0000,19.1000,42.8000
0.0482,80.0000,3.6400,0.0000,0.3920,6.1080,32.0000,9.2203,1.0000,315.0000,16.4000,21.9000
0.0355,80.0000,3.6400,0.0000,0.3920,5.8760,19.1000,9.2203,1.0000,315.0000,16.4000,20.9000
0.0154,90.0000,3.7500,0.0000,0.3940,7.4540,34.2000,6.3361,3.0000,244.0000,15.9000,44.0000
0.6115,20.0000,3.9700,0.0000,0.6470,8.7040,86.9000,1.8010,5.0000,264.0000,13.0000,50.0000
0.6635,20.0000,3.9700,0.0000,0.6470,7.3330,100.0000,1.8946,5.0000,264.0000,13.0000,36.0000
0.6566,20.0000,3.9700,0.0000,0.6470,6.8420,100.0000,2.0107,5.0000,264.0000,13.0000,30.1000
0.5401,20.0000,3.9700,0.0000,0.6470,7.2030,81.8000,2.1121,5.0000,264.0000,13.0000,33.8000
0.5341,20.0000,3.9700,0.0000,0.6470,7.5200,89.4000,2.1398,5.0000,264.0000,13.0000,43.1000
0.5201,20.0000,3.9700,0.0000,0.6470,8.3980,91.5000,2.2885,5.0000,264.0000,13.0000,48.8000
0.8253,20.0000,3.9700,0.0000,0.6470,7.3270,94.5000,2.0788,5.0000,264.0000,13.0000,31.0000
0.5501,20.0000,3.9700,0.0000,0.6470,7.2060,91.6000,1.9301,5.0000,264.0000,13.0000,36.5000
0.7616,20.0000,3.9700,0.0000,0.6470,5.5600,62.8000,1.9865,5.0000,264.0000,13.0000,22.8000
0.7857,20.0000,3.9700,0.0000,0.6470,7.0140,84.6000,2.1329,5.0000,264.0000,13.0000,30.7000
0.5783,20.0000,3.9700,0.0000,0.5750,8.2970,67.0000,2.4216,5.0000,264.0000,13.0000,50.0000
0.5405,20.0000,3.9700,0.0000,0.5750,7.4700,52.6000,2.8720,5.0000,264.0000,13.0000,43.5000
0.0906,20.0000,6.9600,1.0000,0.4640,5.9200,61.5000,3.9175,3.0000,223.0000,18.6000,20.7000
0.2992,20.0000,6.9600,0.0000,0.4640,5.8560,42.1000,4.4290,3.0000,223.0000,18.6000,21.1000
0.1621,20.0000,6.9600,0.0000,0.4640,6.2400,16.3000,4.4290,3.0000,223.0000,18.6000,25.2000
0.1146,20.0000,6.9600,0.0000,0.4640,6.5380,58.7000,3.9175,3.0000,223.0000,18.6000,24.4000
0.2219,20.0000,6.9600,1.0000,0.4640,7.6910,51.8000,4.3665,3.0000,223.0000,18.6000,35.2000
0.0564,40.0000,6.4100,1.0000,0.4470,6.7580,32.9000,4.0776,4.0000,254.0000,17.6000,32.4000
0.0960,40.0000,6.4100,0.0000,0.4470,6.8540,42.8000,4.2673,4.0000,254.0000,17.6000,32.0000
0.1047,40.0000,6.4100,1.0000,0.4470,7.2670,49.0000,4.7872,4.0000,254.0000,17.6000,33.2000
0.0613,40.0000,6.4100,1.0000,0.4470,6.8260,27.6000,4.8628,4.0000,254.0000,17.6000,33.1000
0.0798,40.0000,6.4100,0.0000,0.4470,6.4820,32.1000,4.1403,4.0000,254.0000,17.6000,29.1000
0.2104,20.0000,3.3300,0.0000,0.4429,6.8120,32.2000,4.1007,5.0000,216.0000,14.9000,35.1000
0.0358,20.0000,3.3300,0.0000,0.4429,7.8200,64.5000,4.6947,5.0000,216.0000,14.9000,45.4000
0.0370,20.0000,3.3300,0.0000,0.4429,6.9680,37.2000,5.2447,5.0000,216.0000,14.9000,35.4000
0.0613,20.0000,3.3300,1.0000,0.4429,7.6450,49.7000,5.2119,5.0000,216.0000,14.9000,46.0000
0.0150,90.0000,1.2100,1.0000,0.4010,7.9230,24.8000,5.8850,1.0000,198.0000,13.6000,50.0000
0.0091,90.0000,2.9700,0.0000,0.4000,7.0880,20.8000,7.3073,1.0000,285.0000,15.3000,32.2000
0.0110,55.0000,2.2500,0.0000,0.3890,6.4530,31.9000,7.3073,1.0000,300.0000,15.3000,22.0000
0.0197,80.0000,1.7600,0.0000,0.3850,6.2300,31.5000,9.0892,1.0000,241.0000,18.2000,20.1000
0.0387,52.5000,5.3200,0.0000,0.4050,6.2090,31.3000,7.3172,6.0000,293.0000,16.6000,23.2000
0.0459,52.5000,5.3200,0.0000,0.4050,6.3150,45.6000,7.3172,6.0000,293.0000,16.6000,22.3000
0.0430,52.5000,5.3200,0.0000,0.4050,6.5650,22.9000,7.3172,6.0000,293.0000,16.6000,24.8000
0.0350,80.0000,4.9500,0.0000,0.4110,6.8610,27.9000,5.1167,4.0000,245.0000,19.2000,28.5000
0.0789,80.0000,4.9500,0.0000,0.4110,7.1480,27.7000,5.1167,4.0000,245.0000,19.2000,37.3000
0.0362,80.0000,4.9500,0.0000,0.4110,6.6300,23.4000,5.1167,4.0000,245.0000,19.2000,27.9000
0.0827,0.0000,13.9200,0.0000,0.4370,6.1270,18.4000,5.5027,4.0000,289.0000,16.0000,23.9000
0.0820,0.0000,13.9200,0.0000,0.4370,6.0090,42.3000,5.5027,4.0000,289.0000,16.0000,21.7000
0.1293,0.0000,13.9200,0.0000,0.4370,6.6780,31.1000,5.9604,4.0000,289.0000,16.0000,28.6000
0.0537,0.0000,13.9200,0.0000,0.4370,6.5490,51.0000,5.9604,4.0000,289.0000,16.0000,27.1000
0.1410,0.0000,13.9200,0.0000,0.4370,5.7900,58.0000,6.3200,4.0000,289.0000,16.0000,20.3000
0.0647,70.0000,2.2400,0.0000,0.4000,6.3450,20.1000,7.8278,5.0000,358.0000,14.8000,22.5000
0.0556,70.0000,2.2400,0.0000,0.4000,7.0410,10.0000,7.8278,5.0000,358.0000,14.8000,29.0000
0.0442,70.0000,2.2400,0.0000,0.4000,6.8710,47.4000,7.8278,5.0000,358.0000,14.8000,24.8000
0.0354,34.0000,6.0900,0.0000,0.4330,6.5900,40.4000,5.4917,7.0000,329.0000,16.1000,22.0000
0.0927,34.0000,6.0900,0.0000,0.4330,6.4950,18.4000,5.4917,7.0000,329.0000,16.1000,26.4000
0.1000,34.0000,6.0900,0.0000,0.4330,6.9820,17.7000,5.4917,7.0000,329.0000,16.1000,33.1000
0.0551,33.0000,2.1800,0.0000,0.4720,7.2360,41.1000,4.0220,7.0000,222.0000,18.4000,36.1000
0.0548,33.0000,2.1800,0.0000,0.4720,6.6160,58.1000,3.3700,7.0000,222.0000,18.4000,28.4000
0.0750,33.0000,2.1800,0.0000,0.4720,7.4200,71.9000,3.0992,7.0000,222.0000,18.4000,33.4000
0.0493,33.0000,2.1800,0.0000,0.4720,6.8490,70.3000,3.1827,7.0000,222.0000,18.4000,28.2000
0.4930,0.0000,9.9000,0.0000,0.5440,6.6350,82.5000,3.3175,4.0000,304.0000,18.4000,22.8000
0.3494,0.0000,9.9000,0.0000,0.5440,5.9720,76.7000,3.1025,4.0000,304.0000,18.4000,20.3000
2.6355,0.0000,9.9000,0.0000,0.5440,4.9730,37.8000,2.5194,4.0000,304.0000,18.4000,16.1000
0.7904,0.0000,9.9000,0.0000,0.5440,6.1220,52.8000,2.6403,4.0000,304.0000,18.4000,22.1000
0.2617,0.0000,9.9000,0.0000,0.5440,6.0230,90.4000,2.8340,4.0000,304.0000,18.4000,19.4000
0.2694,0.0000,9.9000,0.0000,0.5440,6.2660,82.8000,3.2628,4.0000,304.0000,18.4000,21.6000
0.3692,0.0000,9.9000,0.0000,0.5440,6.5670,87.3000,3.6023,4.0000,304.0000,18.4000,23.8000
0.2536,0.0000,9.9000,0.0000,0.5440,5.7050,77.7000,3.9450,4.0000,304.0000,18.4000,16.2000
0.3183,0.0000,9.9000,0.0000,0.5440,5.9140,83.2000,3.9986,4.0000,304.0000,18.4000,17.8000
0.2452,0.0000,9.9000,0.0000,0.5440,5.7820,71.7000,4.0317,4.0000,304.0000,18.4000,19.8000
0.4020,0.0000,9.9000,0.0000,0.5440,6.3820,67.2000,3.5325,4.0000,304.0000,18.4000,23.1000
0.4755,0.0000,9.9000,0.0000,0.5440,6.1130,58.8000,4.0019,4.0000,304.0000,18.4000,21.0000
0.1676,0.0000,7.3800,0.0000,0.4930,6.4260,52.3000,4.5404,5.0000,287.0000,19.6000,23.8000
0.1816,0.0000,7.3800,0.0000,0.4930,6.3760,54.3000,4.5404,5.0000,287.0000,19.6000,23.1000
0.3511,0.0000,7.3800,0.0000,0.4930,6.0410,49.9000,4.7211,5.0000,287.0000,19.6000,20.4000
0.2839,0.0000,7.3800,0.0000,0.4930,5.7080,74.3000,4.7211,5.0000,287.0000,19.6000,18.5000
0.3411,0.0000,7.3800,0.0000,0.4930,6.4150,40.1000,4.7211,5.0000,287.0000,19.6000,25.0000
0.1919,0.0000,7.3800,0.0000,0.4930,6.4310,14.7000,5.4159,5.0000,287.0000,19.6000,24.6000
0.3035,0.0000,7.3800,0.0000,0.4930,6.3120,28.9000,5.4159,5.0000,287.0000,19.6000,23.0000
0.2410,0.0000,7.3800,0.0000,0.4930,6.0830,43.7000,5.4159,5.0000,287.0000,19.6000,22.2000
0.0662,0.0000,3.2400,0.0000,0.4600,5.8680,25.8000,5.2146,4.0000,430.0000,16.9000,19.3000
0.0672,0.0000,3.2400,0.0000,0.4600,6.3330,17.2000,5.2146,4.0000,430.0000,16.9000,22.6000
0.0454,0.0000,3.2400,0.0000,0.4600,6.1440,32.2000,5.8736,4.0000,430.0000,16.9000,19.8000
0.0502,35.0000,6.0600,0.0000,0.4379,5.7060,28.4000,6.6407,1.0000,304.0000,16.9000,17.1000
0.0347,35.0000,6.0600,0.0000,0.4379,6.0310,23.3000,6.6407,1.0000,304.0000,16.9000,19.4000
0.0508,0.0000,5.1900,0.0000,0.5150,6.3160,38.1000,6.4584,5.0000,224.0000,20.2000,22.2000
0.0374,0.0000,5.1900,0.0000,0.5150,6.3100,38.5000,6.4584,5.0000,224.0000,20.2000,20.7000
0.0396,0.0000,5.1900,0.0000,0.5150,6.0370,34.5000,5.9853,5.0000,224.0000,20.2000,21.1000
0.0343,0.0000,5.1900,0.0000,0.5150,5.8690,46.3000,5.2311,5.0000,224.0000,20.2000,19.5000
0.0304,0.0000,5.1900,0.0000,0.5150,5.8950,59.6000,5.6150,5.0000,224.0000,20.2000,18.5000
0.0331,0.0000,5.1900,0.0000,0.5150,6.0590,37.3000,4.8122,5.0000,224.0000,20.2000,20.6000
0.0550,0.0000,5.1900,0.0000,0.5150,5.9850,45.4000,4.8122,5.0000,224.0000,20.2000,19.0000
0.0615,0.0000,5.1900,0.0000,0.5150,5.9680,58.5000,4.8122,5.0000,224.0000,20.2000,18.7000
0.0130,35.0000,1.5200,0.0000,0.4420,7.2410,49.3000,7.0379,1.0000,284.0000,15.5000,32.7000
0.0250,0.0000,1.8900,0.0000,0.5180,6.5400,59.7000,6.2669,1.0000,422.0000,15.9000,16.5000
0.0254,55.0000,3.7800,0.0000,0.4840,6.6960,56.4000,5.7321,5.0000,370.0000,17.6000,23.9000
0.0305,55.0000,3.7800,0.0000,0.4840,6.8740,28.1000,6.4654,5.0000,370.0000,17.6000,31.2000
0.0311,0.0000,4.3900,0.0000,0.4420,6.0140,48.5000,8.0136,3.0000,352.0000,18.8000,17.5000
0.0616,0.0000,4.3900,0.0000,0.4420,5.8980,52.3000,8.0136,3.0000,352.0000,18.8000,17.2000
0.0187,85.0000,4.1500,0.0000,0.4290,6.5160,27.7000,8.5353,4.0000,351.0000,17.9000,23.1000
0.0150,80.0000,2.0100,0.0000,0.4350,6.6350,29.7000,8.3440,4.0000,280.0000,17.0000,24.5000
0.0290,40.0000,1.2500,0.0000,0.4290,6.9390,34.5000,8.7921,1.0000,335.0000,19.7000,26.6000
0.0621,40.0000,1.2500,0.0000,0.4290,6.4900,44.4000,8.7921,1.0000,335.0000,19.7000,22.9000
0.0795,60.0000,1.6900,0.0000,0.4110,6.5790,35.9000,10.7103,4.0000,411.0000,18.3000,24.1000
0.0724,60.0000,1.6900,0.0000,0.4110,5.8840,18.5000,10.7103,4.0000,411.0000,18.3000,18.6000
0.0171,90.0000,2.0200,0.0000,0.4100,6.7280,36.1000,12.1265,5.0000,187.0000,17.0000,30.1000
0.0430,80.0000,1.9100,0.0000,0.4130,5.6630,21.9000,10.5857,4.0000,334.0000,22.0000,18.2000
0.1066,80.0000,1.9100,0.0000,0.4130,5.9360,19.5000,10.5857,4.0000,334.0000,22.0000,20.6000
8.9830,0.0000,18.1000,1.0000,0.7700,6.2120,97.4000,2.1222,24.0000,666.0000,20.2000,17.8000
3.8497,0.0000,18.1000,1.0000,0.7700,6.3950,91.0000,2.5052,24.0000,666.0000,20.2000,21.7000
5.2018,0.0000,18.1000,1.0000,0.7700,6.1270,83.4000,2.7227,24.0000,666.0000,20.2000,22.7000
4.2613,0.0000,18.1000,0.0000,0.7700,6.1120,81.3000,2.5091,24.0000,666.0000,20.2000,22.6000
4.5419,0.0000,18.1000,0.0000,0.7700,6.3980,88.0000,2.5182,24.0000,666.0000,20.2000,25.0000
3.8368,0.0000,18.1000,0.0000,0.7700,6.2510,91.1000,2.2955,24.0000,666.0000,20.2000,19.9000
3.6782,0.0000,18.1000,0.0000,0.7700,5.3620,96.2000,2.1036,24.0000,666.0000,20.2000,20.8000
4.2224,0.0000,18.1000,1.0000,0.7700,5.8030,89.0000,1.9047,24.0000,666.0000,20.2000,16.8000
3.4743,0.0000,18.1000,1.0000,0.7180,8.7800,82.9000,1.9047,24.0000,666.0000,20.2000,21.9000
4.5559,0.0000,18.1000,0.0000,0.7180,3.5610,87.9000,1.6132,24.0000,666.0000,20.2000,27.5000
3.6970,0.0000,18.1000,0.0000,0.7180,4.9630,91.4000,1.7523,24.0000,666.0000,20.2000,21.9000
13.5222,0.0000,18.1000,0.0000,0.6310,3.8630,100.0000,1.5106,24.0000,666.0000,20.2000,23.1000
4.8982,0.0000,18.1000,0.0000,0.6310,4.9700,100.0000,1.3325,24.0000,666.0000,20.2000,50.0000
5.6700,0.0000,18.1000,1.0000,0.6310,6.6830,96.8000,1.3567,24.0000,666.0000,20.2000,50.0000
6.5388,0.0000,18.1000,1.0000,0.6310,7.0160,97.5000,1.2024,24.0000,666.0000,20.2000,50.0000
9.2323,0.0000,18.1000,0.0000,0.6310,6.2160,100.0000,1.1691,24.0000,666.0000,20.2000,50.0000
8.2673,0.0000,18.1000,1.0000,0.6680,5.8750,89.6000,1.1296,24.0000,666.0000,20.2000,50.0000
11.1081,0.0000,18.1000,0.0000,0.6680,4.9060,100.0000,1.1742,24.0000,666.0000,20.2000,13.8000
18.4982,0.0000,18.1000,0.0000,0.6680,4.1380,100.0000,1.1370,24.0000,666.0000,20.2000,13.8000
19.6091,0.0000,18.1000,0.0000,0.6710,7.3130,97.9000,1.3163,24.0000,666.0000,20.2000,15.0000
15.2880,0.0000,18.1000,0.0000,0.6710,6.6490,93.3000,1.3449,24.0000,666.0000,20.2000,13.9000
9.8235,0.0000,18.1000,0.0000,0.6710,6.7940,98.8000,1.3580,24.0000,666.0000,20.2000,13.3000
23.6482,0.0000,18.1000,0.0000,0.6710,6.3800,96.2000,1.3861,24.0000,666.0000,20.2000,13.1000
17.8667,0.0000,18.1000,0.0000,0.6710,6.2230,100.0000,1.3861,24.0000,666.0000,20.2000,10.2000
88.9762,0.0000,18.1000,0.0000,0.6710,6.9680,91.9000,1.4165,24.0000,666.0000,20.2000,10.4000
15.8744,0.0000,18.1000,0.0000,0.6710,6.5450,99.1000,1.5192,24.0000,666.0000,20.2000,10.9000
9.1870,0.0000,18.1000,0.0000,0.7000,5.5360,100.0000,1.5804,24.0000,666.0000,20.2000,11.3000
7.9925,0.0000,18.1000,0.0000,0.7000,5.5200,100.0000,1.5331,24.0000,666.0000,20.2000,12.3000
20.0849,0.0000,18.1000,0.0000,0.7000,4.3680,91.2000,1.4395,24.0000,666.0000,20.2000,8.8000
16.8118,0.0000,18.1000,0.0000,0.7000,5.2770,98.1000,1.4261,24.0000,666.0000,20.2000,7.2000
24.3938,0.0000,18.1000,0.0000,0.7000,4.6520,100.0000,1.4672,24.0000,666.0000,20.2000,10.5000
22.5971,0.0000,18.1000,0.0000,0.7000,5.0000,89.5000,1.5184,24.0000,666.0000,20.2000,7.4000
14.3337,0.0000,18.1000,0.0000,0.7000,4.8800,100.0000,1.5895,24.0000,666.0000,20.2000,10.2000
8.1517,0.0000,18.1000,0.0000,0.7000,5.3900,98.9000,1.7281,24.0000,666.0000,20.2000,11.5000
6.9622,0.0000,18.1000,0.0000,0.7000,5.7130,97.0000,1.9265,24.0000,666.0000,20.2000,15.1000
5.2931,0.0000,18.1000,0.0000,0.7000,6.0510,82.5000,2.1678,24.0000,666.0000,20.2000,23.2000
11.5779,0.0000,18.1000,0.0000,0.7000,5.0360,97.0000,1.7700,24.0000,666.0000,20.2000,9.7000
8.6448,0.0000,18.1000,0.0000,0.6930,6.1930,92.6000,1.7912,24.0000,666.0000,20.2000,13.8000
13.3598,0.0000,18.1000,0.0000,0.6930,5.8870,94.7000,1.7821,24.0000,666.0000,20.2000,12.7000
8.7167,0.0000,18.1000,0.0000,0.6930,6.4710,98.8000,1.7257,24.0000,666.0000,20.2000,13.1000
5.8720,0.0000,18.1000,0.0000,0.6930,6.4050,96.0000,1.6768,24.0000,666.0000,20.2000,12.5000
7.6720,0.0000,18.1000,0.0000,0.6930,5.7470,98.9000,1.6334,24.0000,666.0000,20.2000,8.5000
38.3518,0.0000,18.1000,0.0000,0.6930,5.4530,100.0000,1.4896,24.0000,666.0000,20.2000,5.0000
9.9166,0.0000,18.1000,0.0000,0.6930,5.8520,77.8000,1.5004,24.0000,666.0000,20.2000,6.3000
25.0461,0.0000,18.1000,0.0000,0.6930,5.9870,100.0000,1.5888,24.0000,666.0000,20.2000,5.6000
14.2362,0.0000,18.1000,0.0000,0.6930,6.3430,100.0000,1.5741,24.0000,666.0000,20.2000,7.2000
9.5957,0.0000,18.1000,0.0000,0.6930,6.4040,100.0000,1.6390,24.0000,666.0000,20.2000,12.1000
24.8017,0.0000,18.1000,0.0000,0.6930,5.3490,96.0000,1.7028,24.0000,666.0000,20.2000,8.3000
41.5292,0.0000,18.1000,0.0000,0.6930,5.5310,85.4000,1.6074,24.0000,666.0000,20.2000,8.5000
67.9208,0.0000,18.1000,0.0000,0.6930,5.6830,100.0000,1.4254,24.0000,666.0000,20.2000,5.0000
20.7162,0.0000,18.1000,0.0000,0.6590,4.1380,100.0000,1.1781,24.0000,666.0000,20.2000,11.9000
11.9511,0.0000,18.1000,0.0000,0.6590,5.6080,100.0000,1.2852,24.0000,666.0000,20.2000,27.9000
7.4039,0.0000,18.1000,0.0000,0.5970,5.6170,97.9000,1.4547,24.0000,666.0000,20.2000,17.2000
14.4383,0.0000,18.1000,0.0000,0.5970,6.8520,100.0000,1.4655,24.0000,666.0000,20.2000,27.5000
51.1358,0.0000,18.1000,0.0000,0.5970,5.7570,100.0000,1.4130,24.0000,666.0000,20.2000,15.0000
14.0507,0.0000,18.1000,0.0000,0.5970,6.6570,100.0000,1.5275,24.0000,666.0000,20.2000,17.2000
18.8110,0.0000,18.1000,0.0000,0.5970,4.6280,100.0000,1.5539,24.0000,666.0000,20.2000,17.9000
28.6558,0.0000,18.1000,0.0000,0.5970,5.1550,100.0000,1.5894,24.0000,666.0000,20.2000,16.3000
45.7461,0.0000,18.1000,0.0000,0.6930,4.5190,100.0000,1.6582,24.0000,666.0000,20.2000,7.0000
18.0846,0.0000,18.1000,0.0000,0.6790,6.4340,100.0000,1.8347,24.0000,666.0000,20.2000,7.2000
10.8342,0.0000,18.1000,0.0000,0.6790,6.7820,90.8000,1.8195,24.0000,666.0000,20.2000,7.5000
25.9406,0.0000,18.1000,0.0000,0.6790,5.3040,89.1000,1.6475,24.0000,666.0000,20.2000,10.4000
73.5341,0.0000,18.1000,0.0000,0.6790,5.9570,100.0000,1.8026,24.0000,666.0000,20.2000,8.8000
11.8123,0.0000,18.1000,0.0000,0.7180,6.8240,76.5000,1.7940,24.0000,666.0000,20.2000,8.4000
11.0874,0.0000,18.1000,0.0000,0.7180,6.4110,100.0000,1.8589,24.0000,666.0000,20.2000,16.7000
7.0226,0.0000,18.1000,0.0000,0.7180,6.0060,95.3000,1.8746,24.0000,666.0000,20.2000,14.2000
12.0482,0.0000,18.1000,0.0000,0.6140,5.6480,87.6000,1.9512,24.0000,666.0000,20.2000,20.8000
7.0504,0.0000,18.1000,0.0000,0.6140,6.1030,85.1000,2.0218,24.0000,666.0000,20.2000,13.4000
8.7921,0.0000,18.1000,0.0000,0.5840,5.5650,70.6000,2.0635,24.0000,666.0000,20.2000,11.7000
15.8603,0.0000,18.1000,0.0000,0.6790,5.8960,95.4000,1.9096,24.0000,666.0000,20.2000,8.3000
12.2472,0.0000,18.1000,0.0000,0.5840,5.8370,59.7000,1.9976,24.0000,666.0000,20.2000,10.2000
37.6619,0.0000,18.1000,0.0000,0.6790,6.2020,78.7000,1.8629,24.0000,666.0000,20.2000,10.9000
7.3671,0.0000,18.1000,0.0000,0.6790,6.1930,78.1000,1.9356,24.0000,666.0000,20.2000,11.0000
9.3389,0.0000,18.1000,0.0000,0.6790,6.3800,95.6000,1.9682,24.0000,666.0000,20.2000,9.5000
8.4921,0.0000,18.1000,0.0000,0.5840,6.3480,86.1000,2.0527,24.0000,666.0000,20.2000,14.5000
10.0623,0.0000,18.1000,0.0000,0.5840,6.8330,94.3000,2.0882,24.0000,666.0000,20.2000,14.1000
6.4440,0.0000,18.1000,0.0000,0.5840,6.4250,74.8000,2.2004,24.0000,666.0000,20.2000,16.1000
5.5811,0.0000,18.1000,0.0000,0.7130,6.4360,87.9000,2.3158,24.0000,666.0000,20.2000,14.3000
13.9134,0.0000,18.1000,0.0000,0.7130,6.2080,95.0000,2.2222,24.0000,666.0000,20.2000,11.7000
11.1604,0.0000,18.1000,0.0000,0.7400,6.6290,94.6000,2.1247,24.0000,666.0000,20.2000,13.4000
14.4208,0.0000,18.1000,0.0000,0.7400,6.4610,93.3000,2.0026,24.0000,666.0000,20.2000,9.6000
15.1772,0.0000,18.1000,0.0000,0.7400,6.1520,100.0000,1.9142,24.0000,666.0000,20.2000,8.7000
13.6781,0.0000,18.1000,0.0000,0.7400,5.9350,87.9000,1.8206,24.0000,666.0000,20.2000,8.4000
9.3906,0.0000,18.1000,0.0000,0.7400,5.6270,93.9000,1.8172,24.0000,666.0000,20.2000,12.8000
22.0511,0.0000,18.1000,0.0000,0.7400,5.8180,92.4000,1.8662,24.0000,666.0000,20.2000,10.5000
9.7242,0.0000,18.1000,0.0000,0.7400,6.4060,97.2000,2.0651,24.0000,666.0000,20.2000,17.1000
5.6664,0.0000,18.1000,0.0000,0.7400,6.2190,100.0000,2.0048,24.0000,666.0000,20.2000,18.4000
9.9665,0.0000,18.1000,0.0000,0.7400,6.4850,100.0000,1.9784,24.0000,666.0000,20.2000,15.4000
12.8023,0.0000,18.1000,0.0000,0.7400,5.8540,96.6000,1.8956,24.0000,666.0000,20.2000,10.8000
10.6718,0.0000,18.1000,0.0000,0.7400,6.4590,94.8000,1.9879,24.0000,666.0000,20.2000,11.8000
6.2881,0.0000,18.1000,0.0000,0.7400,6.3410,96.4000,2.0720,24.0000,666.0000,20.2000,14.9000
9.9248,0.0000,18.1000,0.0000,0.7400,6.2510,96.6000,2.1980,24.0000,666.0000,20.2000,12.6000
9.3291,0.0000,18.1000,0.0000,0.7130,6.1850,98.7000,2.2616,24.0000,666.0000,20.2000,14.1000
7.5260,0.0000,18.1000,0.0000,0.7130,6.4170,98.3000,2.1850,24.0000,666.0000,20.2000,13.0000
6.7177,0.0000,18.1000,0.0000,0.7130,6.7490,92.6000,2.3236,24.0000,666.0000,20.2000,13.4000
5.4411,0.0000,18.1000,0.0000,0.7130,6.6550,98.2000,2.3552,24.0000,666.0000,20.2000,15.2000
5.0902,0.0000,18.1000,0.0000,0.7130,6.2970,91.8000,2.3682,24.0000,666.0000,20.2000,16.1000
8.2481,0.0000,18.1000,0.0000,0.7130,7.3930,99.3000,2.4527,24.0000,666.0000,20.2000,17.8000
9.5136,0.0000,18.1000,0.0000,0.7130,6.7280,94.1000,2.4961,24.0000,666.0000,20.2000,14.9000
4.7524,0.0000,18.1000,0.0000,0.7130,6.5250,86.5000,2.4358,24.0000,666.0000,20.2000,14.1000
4.6688,0.0000,18.1000,0.0000,0.7130,5.9760,87.9000,2.5806,24.0000,666.0000,20.2000,12.7000
8.2006,0.0000,18.1000,0.0000,0.7130,5.9360,80.3000,2.7792,24.0000,666.0000,20.2000,13.5000
7.7522,0.0000,18.1000,0.0000,0.7130,6.3010,83.7000,2.7831,24.0000,666.0000,20.2000,14.9000
6.8012,0.0000,18.1000,0.0000,0.7130,6.0810,84.4000,2.7175,24.0000,666.0000,20.2000,20.0000
4.8121,0.0000,18.1000,0.0000,0.7130,6.7010,90.0000,2.5975,24.0000,666.0000,20.2000,16.4000
3.6931,0.0000,18.1000,0.0000,0.7130,6.3760,88.4000,2.5671,24.0000,666.0000,20.2000,17.7000
6.6549,0.0000,18.1000,0.0000,0.7130,6.3170,83.0000,2.7344,24.0000,666.0000,20.2000,19.5000
